mol_id,cid,smiles,inchikey,formula,iupac_name,scaffold_id,scaffold_name,scaffold_class,scaffold_smarts,murcko_scaffold,mw,logp,tpsa,hbd,hba,rotb,heavy_atoms,rings,aromatic_rings,fraction_csp3,bertz_ct
MOL_00285,25021211,Cc1cc2sc(-c3ccc(N=Nc4ccc(-c5nc6cc(CSC(N(C)C)=[N+](C)C)c(C)cc6s5)cc4)cc3)nc2cc1CSC(N(C)C)=[N+](C)C,QMKQNEXRGZFFKQ-UHFFFAOYSA-N,C40H46Cl2N8S4,"[dimethylamino-[[2-[4-[[4-[5-[[dimethylamino(dimethylazaniumylidene)methyl]sulfanylmethyl]-6-methyl-1,3-benzothiazol-2-yl]phenyl]diazenyl]phenyl]-6-methyl-1,3-benzothiazol-5-yl]methylsulfanyl]methylidene]-dimethylazanium dichloride",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc2sc(-c3ccc(N=Nc4ccc(-c5nc6ccccc6s5)cc4)cc3)nc2c1,767.132,10.118,63.0,0,8,8,52,6,6,0.3,2143.03
MOL_00286,135413505,O=C(O)c1cc(N=Nc2ccc([O-])c(C(=O)O)c2)ccc1[O-],QQBDLJCYGRGAKP-UHFFFAOYSA-L,C14H8N2Na2O6,disodium;2-carboxy-4-[(3-carboxy-4-oxidophenyl)diazenyl]phenolate,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,300.226,1.646,145.44,2,6,4,22,2,2,0.0,719.4
MOL_00287,77172,COc1cc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,JSRUDOBCTLPTFO-UHFFFAOYSA-N,C23H25BrN6O10,"2-[5-acetamido-N-(2-acetyloxyethyl)-4-[(2-bromo-4,6-dinitrophenyl)diazenyl]-2-methoxyanilino]ethyl acetate",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,625.389,4.581,205.17,1,13,13,40,2,2,0.3478,1329.91
MOL_00288,165365606,CCN(CC)CCCNc1nc(NCCCN(CC)CC)nc(Nc2ccc3c(O)c(N=Nc4ccc5[nH]c(=O)[nH]c5c4)c(S(=O)(=O)O)cc3c2)n1,CAIUTQYXPFOFOE-UHFFFAOYSA-N,C37H52N12O8S,"7-[[4,6-bis[3-(diethylamino)propylamino]-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[(2-oxo-1,3-dihydrobenzimidazol-5-yl)diazenyl]naphthalene-2-sulfonic acid;2-hydroxypropanoic acid",azo_dye,Azoarene,chromophore,c[N]=[N]c,O=c1[nH]c2ccc(N=Nc3ccc4cc(Nc5ncncn5)ccc4c3)cc2[nH]1,734.888,5.593,229.21,7,14,19,52,5,5,0.4118,2141.19
MOL_00289,136226511,Cc1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)c(N)c(Cl)c1O,NPQKWPKFRWMJFA-UHFFFAOYSA-N,C18H16ClN5O3S,4-[(2-amino-3-chloro-4-hydroxy-5-methylphenyl)diazenyl]-N-pyridin-2-ylbenzenesulfonamide,azo_dye,Azoarene,chromophore,c[N]=[N]c,O=S(=O)(Nc1ccccn1)c1ccc(N=Nc2ccccc2)cc1,417.878,4.547,130.03,3,7,5,28,3,3,0.0556,1134.13
MOL_00290,564212,Nc1ccccc1N=Nc1ccccc1N,JJHMECBCPWRGMR-UHFFFAOYSA-N,C12H12N4,2-[(2-aminophenyl)diazenyl]aniline,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,212.256,3.266,76.76,2,4,2,16,2,2,0.0,472.43
MOL_00291,17226,CN(C)c1ccc(N=Nc2ccc(Cl)cc2)cc1,WQWHNMIYCHFRJK-UHFFFAOYSA-N,C14H14ClN3,"4-[(4-chlorophenyl)diazenyl]-N,N-dimethylaniline",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,259.74,4.821,27.96,0,3,3,18,2,2,0.1429,529.97
MOL_00292,5488500,CCCNc1c(N=Nc2cc(C(F)(F)F)cc([N+](=O)[O-])c2NCCC)cc(C(F)(F)F)cc1[N+](=O)[O-],MBVYYAKNHLRTGO-UHFFFAOYSA-N,C20H20F6N6O4,2-nitro-6-[[3-nitro-2-(propylamino)-5-(trifluoromethyl)phenyl]diazenyl]-N-propyl-4-(trifluoromethyl)aniline,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,522.406,7.6,135.06,2,8,10,36,2,2,0.4,1077.35
MOL_00293,62154,COc1cc(OC)c(NC(=O)c2cc3ccccc3c(N=Nc3cc(C(=O)Nc4ccc(C(N)=O)cc4)ccc3OC)c2O)cc1Cl,DZYFEMTUCDZMSP-UHFFFAOYSA-N,C34H28ClN5O7,"4-[[5-[(4-carbamoylphenyl)carbamoyl]-2-methoxyphenyl]diazenyl]-N-(5-chloro-2,4-dimethoxyphenyl)-3-hydroxynaphthalene-2-carboxamide",azo_dye,Azoarene,chromophore,c[N]=[N]c,O=C(Nc1ccccc1)c1cccc(N=Nc2cc(C(=O)Nc3ccccc3)cc3ccccc23)c1,654.079,7.244,173.93,4,9,10,47,5,5,0.0882,2048.22
MOL_00294,25531,Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3cccc(Nc4ccc(S(=O)(=O)[O-])cc4[N+](=O)[O-])c3)c(C)c2)cc1,UKKSULPXBQNWRV-UHFFFAOYSA-M,C26H21N4NaO8S2,sodium 4-[3-[[2-methyl-4-(4-methylphenyl)sulfonyloxyphenyl]diazenyl]anilino]-3-nitrobenzenesulfonate,azo_dye,Azoarene,chromophore,c[N]=[N]c,O=S(=O)(Oc1ccc(N=Nc2cccc(Nc3ccccc3)c2)cc1)c1ccccc1,581.608,6.042,180.46,1,11,9,40,4,4,0.0769,1839.22
MOL_00295,135441716,Cc1ccc(N=Nc2c(O)ccc3n[nH]nc23)cc1,LYJIGLUCSHCFJC-UHFFFAOYSA-N,C13H11N5O,4-[(4-methylphenyl)diazenyl]-2H-benzotriazol-5-ol,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2cccc3n[nH]nc23)cc1,253.265,3.387,86.52,2,5,2,19,3,3,0.0769,745.32
MOL_00296,16130922,O=C(Nc1cccc2c1C(=O)c1ccccc1C2=O)c1ccc(-c2ccc(N=Nc3ccc(-c4ccc(C(=O)Nc5cccc6c5C(=O)c5ccccc5C6=O)cc4)cc3)cc2)cc1,AJDUTMFFZHIJEM-UHFFFAOYSA-N,C54H32N4O6,"N-(9,10-dioxoanthracen-1-yl)-4-[4-[[4-[4-[(9,10-dioxoanthracen-1-yl)carbamoyl]phenyl]phenyl]diazenyl]phenyl]benzamide",azo_dye,Azoarene,chromophore,c[N]=[N]c,O=C(Nc1cccc2c1C(=O)c1ccccc1C2=O)c1ccc(-c2ccc(N=Nc3ccc(-c4ccc(C(=O)Nc5cccc6c5C(=O)c5ccccc5C6=O)cc4)cc3)cc2)cc1,832.872,11.491,151.2,2,8,8,64,10,8,0.0,3077.46
MOL_00297,6364585,CCOc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)cc1,AVERNFJXXRIVQN-UHFFFAOYSA-L,C30H26N4Na2O8S2,disodium;5-[(4-ethoxyphenyl)diazenyl]-2-[(E)-2-[4-[(4-ethoxyphenyl)diazenyl]-2-sulfonatophenyl]ethenyl]benzenesulfonate,azo_dye,Azoarene,chromophore,c[N]=[N]c,C(=Cc1ccc(N=Nc2ccccc2)cc1)c1ccc(N=Nc2ccccc2)cc1,634.692,7.293,182.3,0,12,12,44,4,4,0.1333,1782.05
MOL_00298,68217,O=S(=O)(O)c1cc(O)c2c(O)c(N=Nc3ccccc3[As](=O)(O)O)c(S(=O)(=O)O)cc2c1,NJZWLEZSGOTSHR-UHFFFAOYSA-N,C16H13AsN2O11S2,"3-[(2-arsonophenyl)diazenyl]-4,5-dihydroxynaphthalene-2,7-disulfonic acid",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccc3ccccc3c2)cc1,548.339,0.721,231.45,6,9,5,32,3,3,0.0,1543.94
MOL_00299,44153563,C=CS(=O)(=O)c1ccc(Nc2nc(Cl)nc(Nc3ccc(N=Nc4cc5c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc5cc4S(=O)(=O)[O-])c(NC(N)=O)c3)n2)cc1,ZEAIZYCPBNNSBA-UHFFFAOYSA-K,C28H19ClN9Na3O12S4,"trisodium;7-[[2-(carbamoylamino)-4-[[4-chloro-6-(4-ethenylsulfonylanilino)-1,3,5-triazin-2-yl]amino]phenyl]diazenyl]naphthalene-1,3,6-trisulfonate",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(Nc2ncnc(Nc3ccc(N=Nc4ccc5ccccc5c4)cc3)n2)cc1,837.232,3.701,348.31,4,19,12,54,5,5,0.0,2858.16
MOL_00300,235538,O=S(=O)(O)c1cc(N=[N+]([O-])c2cc(S(=O)(=O)O)c3ccccc3c2)cc2ccccc12,JOYRCGQZVNLGGX-UHFFFAOYSA-N,C20H14N2O7S2,oxido-(4-sulfonaphthalen-2-yl)-(4-sulfonaphthalen-2-yl)iminoazanium,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc2cc(N=[NH+]c3ccc4ccccc4c3)ccc2c1,458.473,4.412,147.17,2,6,4,31,4,4,0.0,1594.99
MOL_00301,171390238,COc1cc(S(=O)(=O)[O-])c(C)cc1N=Nc1c([O-])ccc2cc(S(=O)(=O)[O-])ccc12,UQWIHFJXDRNUDP-UHFFFAOYSA-K,C18H13AlN2O8S2,aluminum 5-[(2-methoxy-5-methyl-4-sulfonatophenyl)diazenyl]-6-oxidonaphthalene-2-sulfonate,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2cccc3ccccc23)cc1,449.442,2.454,171.41,0,10,5,30,3,3,0.1111,1397.44
MOL_00302,92045048,COc1ccc(N=Nc2cc(OC)c(OC)c(OC)c2)cc1O,AIRZFEKQGRSBNX-UHFFFAOYSA-N,C16H18N2O5,"2-methoxy-5-[(3,4,5-trimethoxyphenyl)diazenyl]phenol",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,318.329,3.842,81.87,1,7,6,23,2,2,0.25,690.61
MOL_00303,62476,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(N=Nc2ccccc2)cc1)c64)C(=O)N(c1ccc(N=Nc2ccccc2)cc1)C5=O,PXUJYZVHENREBB-UHFFFAOYSA-N,C48H26N6O4,"7,18-bis(4-phenyldiazenylphenyl)-7,18-diazaheptacyclo[14.6.2.22,5.03,12.04,9.013,23.020,24]hexacosa-1(23),2,4,9,11,13,15,20(24),21,25-decaene-6,8,17,19-tetrone",azo_dye,Azoarene,chromophore,c[N]=[N]c,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(N=Nc2ccccc2)cc1)c64)C(=O)N(c1ccc(N=Nc2ccccc2)cc1)C5=O,750.774,12.169,124.2,0,8,6,58,11,9,0.0,2947.86
MOL_00304,3315,Cc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,COXVTLYNGOIATD-UHFFFAOYSA-N,C34H28N6O14S4,"4-amino-6-[[4-[4-[(8-amino-1-hydroxy-5,7-disulfonaphthalen-2-yl)diazenyl]-3-methylphenyl]-2-methylphenyl]diazenyl]-5-hydroxynaphthalene-1,3-disulfonic acid",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc2cc(N=Nc3ccc(-c4ccc(N=Nc5ccc6ccccc6c5)cc4)cc3)ccc2c1,872.894,6.67,359.42,8,16,9,58,6,6,0.0588,3079.53
MOL_00305,405487,Nc1ccc(N=Nc2ccc(S(N)(=O)=O)cc2)cc1,JSHXITVMUADQEA-UHFFFAOYSA-N,C12H12N4O2S,4-[(4-aminophenyl)diazenyl]benzenesulfonamide,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,276.321,2.332,110.9,2,5,3,19,2,2,0.0,691.51
MOL_00306,3091786,Cc1ccccc1N=Nc1ccc(NC(=O)c2ccnn2C)c(C)c1,LKTNEXPODAWWFM-UHFFFAOYSA-N,C19H19N5O,2-methyl-N-[2-methyl-4-[(2-methylphenyl)diazenyl]phenyl]pyrazole-3-carboxamide,azo_dye,Azoarene,chromophore,c[N]=[N]c,O=C(Nc1ccc(N=Nc2ccccc2)cc1)c1ccn[nH]1,333.395,4.705,71.64,1,4,4,25,3,3,0.1579,942.49
MOL_00307,564717,O=[N+]([O-])c1ccccc1N=Nc1ccc(O)cc1,IBDIGFWTFKXXAG-UHFFFAOYSA-N,C12H9N3O3,4-[(2-nitrophenyl)diazenyl]phenol,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,243.222,3.716,88.09,1,5,3,18,2,2,0.0,593.77
MOL_00308,61336,CC1(C)Nc2cccc3c(N=Nc4ccc(N=Nc5ccccc5)c5ccccc45)ccc(c23)N1,YCUVUDODLRLVIC-UHFFFAOYSA-N,C29H24N6,"(2,2-dimethyl-1,3-dihydroperimidin-6-yl)-(4-phenyldiazenylnaphthalen-1-yl)diazene",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccc(N=Nc3ccc4c5c(cccc35)NCN4)c3ccccc23)cc1,456.553,9.397,73.5,2,6,4,35,6,5,0.1034,1605.32
MOL_00309,135436529,CCN(CC)c1ccc2nc3ccc(N=Nc4ccc(O)cc4)cc3[n+](-c3ccccc3)c2c1,PVGCVMQAKTYVAZ-UHFFFAOYSA-O,C28H26ClN5O,4-[[8-(diethylamino)-10-phenylphenazin-10-ium-2-yl]diazenyl]phenol chloride,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccc3nc4ccccc4[n+](-c4ccccc4)c3c2)cc1,448.55,6.632,64.96,1,5,6,34,5,5,0.1429,1476.55
MOL_00310,110099,COc1ccccc1N=Nc1c(O)ccc2ccc([N+](C)(C)C)cc12,JRLHNNXKFJWBJQ-UHFFFAOYSA-O,C20H22ClN3O2,[7-hydroxy-8-[(2-methoxyphenyl)diazenyl]naphthalen-2-yl]-trimethylazanium chloride,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2cccc3ccccc23)cc1,336.415,5.166,54.18,1,4,4,25,3,3,0.2,943.31
MOL_00311,3794954,COc1ccc(N=Nc2ccc(O)c3ncccc23)cc1,LEJMWBSDWKDHTF-UHFFFAOYSA-N,C16H13N3O2,5-[(4-methoxyphenyl)diazenyl]quinolin-8-ol,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2cccc3ncccc23)cc1,279.299,4.364,67.07,1,5,3,21,3,3,0.0625,798.23
MOL_00312,617164,Cc1cc(N=Nc2ccccc2)c(NCC(O)C(O)C(O)CO)cc1C,NARUXRZZSJCXFJ-UHFFFAOYSA-N,C19H25N3O4,"5-(4,5-dimethyl-2-phenyldiazenylanilino)pentane-1,2,3,4-tetrol",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,359.426,2.206,117.67,5,7,8,26,2,2,0.3684,737.06
MOL_00313,24674,Cc1cc(N=Nc2ccc(C)c(N=Nc3cc(C)c(N)cc3N)c2)c(N)cc1N,SOJKLCSQJMPLCK-UHFFFAOYSA-N,C21H24N8,"4-[[3-[(2,4-diamino-5-methylphenyl)diazenyl]-4-methylphenyl]diazenyl]-6-methylbenzene-1,3-diamine",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2cccc(N=Nc3ccccc3)c2)cc1,388.479,5.771,153.52,4,8,4,29,3,3,0.1429,1132.01
MOL_00314,92278,CCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,ZSPPPAFDNHYXNW-UHFFFAOYSA-N,C17H17N5O2,3-[N-ethyl-4-[(4-nitrophenyl)diazenyl]anilino]propanenitrile,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,323.356,4.75,94.89,0,6,7,24,2,2,0.2353,748.05
MOL_00315,75509,Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1N=Nc1ccc(-c2ccc(N=Nc3ccc(O)c(C(=O)[O-])c3)cc2)cc1,OKRYVJRSHSURIS-UHFFFAOYSA-L,C29H19N5Na2O7S,disodium;5-[[4-[4-[(2-amino-8-hydroxy-6-sulfonatonaphthalen-1-yl)diazenyl]phenyl]phenyl]diazenyl]-2-hydroxybenzoate,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccc(-c3ccc(N=Nc4cccc5ccccc45)cc3)cc2)cc1,581.566,5.599,213.25,3,12,7,42,5,5,0.0,2008.23
MOL_00316,135853988,Nc1cc(O)ccc1N=Nc1ccc(Nc2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])c(N=Nc5ccccc5)c(O)c4c3N)cc2S(=O)(=O)[O-])cc1,YNERWMOTPGGJNE-UHFFFAOYSA-K,C34H24N9Na3O11S3,"trisodium;4-amino-3-[[4-[4-[(2-amino-4-hydroxyphenyl)diazenyl]anilino]-3-sulfonatophenyl]diazenyl]-5-hydroxy-6-phenyldiazenylnaphthalene-2,7-disulfonate",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccc(Nc3ccc(N=Nc4ccc5ccc(N=Nc6ccccc6)cc5c4)cc3)cc2)cc1,830.819,7.118,350.29,5,20,11,57,6,6,0.0,3000.63
MOL_00317,217048,CCN(CC)c1ccc(N=Nc2ccc(S(=O)(=O)N(C)C)cc2)c(S(=O)(=O)NCC[n+]2ccccc2)c1,DLIRUVZALPTEMG-UHFFFAOYSA-N,C25H33ClN6O4S2,5-(diethylamino)-2-[[4-(dimethylsulfamoyl)phenyl]diazenyl]-N-(2-pyridin-1-ium-1-ylethyl)benzenesulfonamide chloride,azo_dye,Azoarene,chromophore,c[N]=[N]c,O=S(=O)(NCC[n+]1ccccc1)c1ccccc1N=Nc1ccccc1,545.711,3.465,115.39,1,7,12,37,3,3,0.32,1421.76
MOL_00318,23749,O=[As](O)(O)c1ccc(N=Nc2ccc([As](=O)(O)O)cc2)cc1,ITRMROGJSNWFKO-UHFFFAOYSA-N,C12H12As2N2O6,[4-[(4-arsonophenyl)diazenyl]phenyl]arsonic acid,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,430.08,-0.776,139.78,4,4,4,22,2,2,0.0,708.77
MOL_00319,135487685,O=C(O)c1cc2ccccc2c(N=Nc2ccc3ccccc3c2S(=O)(=O)[O-])c1[O-],PWUSHZPXYOALFZ-UHFFFAOYSA-L,C21H12CaN2O6S,calcium 2-[(3-carboxy-2-oxidonaphthalen-1-yl)diazenyl]naphthalene-1-sulfonate,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc2cc(N=Nc3cccc4ccccc34)ccc2c1,420.402,4.084,142.28,1,7,4,30,4,4,0.0,1461.63
MOL_00320,628838,CCOc1cc(C=O)cc(N=Nc2cccc([N+](=O)[O-])c2)c1O,PPBOPPADCCPTEW-UHFFFAOYSA-N,C15H13N3O5,3-ethoxy-4-hydroxy-5-[(3-nitrophenyl)diazenyl]benzaldehyde,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,315.285,3.927,114.39,1,7,6,23,2,2,0.1333,773.7
MOL_00321,24248,S=C=Nc1ccc(N=Nc2ccccc2)cc1,ZTXNMMXJFVCQPD-UHFFFAOYSA-N,C13H9N3S,(4-isothiocyanatophenyl)-phenyldiazene,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,239.303,4.836,37.08,0,4,3,17,2,2,0.0,554.98
MOL_00322,17811,CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1,PXOZAFXVEWKXED-UHFFFAOYSA-N,C15H15N3O2,N-[4-[(2-hydroxy-5-methylphenyl)diazenyl]phenyl]acetamide,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,269.304,4.074,74.05,2,4,3,20,2,2,0.1333,648.67
MOL_00323,97167,O=S(=O)(O)c1cc(Cl)cc(N=Nc2ccc(O)cc2O)c1O,OTKYOGBGHUUFPC-UHFFFAOYSA-N,C12H9ClN2O6S,"5-chloro-3-[(2,4-dihydroxyphenyl)diazenyl]-2-hydroxybenzenesulfonic acid",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,344.732,3.119,139.78,4,7,3,22,2,2,0.0,866.16
MOL_00324,73555411,COc1cc(N=Nc2ccc3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c3c2)ccc1Nc1nc(SCCCS(=O)(=O)[O-])nc(SCCCS(=O)(=O)[O-])n1,GSFKXHIOPJMDLU-UHFFFAOYSA-J,C26H24N6Na4O13S6,"tetrasodium;7-[[4-[[4,6-bis(3-sulfonatopropylsulfanyl)-1,3,5-triazin-2-yl]amino]-3-methoxyphenyl]diazenyl]naphthalene-1,3-disulfonate",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc2cc(N=Nc3ccc(Nc4ncncn4)cc3)ccc2c1,820.909,3.055,313.45,1,21,17,51,4,4,0.2692,2353.39
MOL_00325,18575,Cc1cc(NC(=O)Nc2ccc(N=Nc3cc(S(=O)(=O)[O-])c4cccc(S(=O)(=O)[O-])c4c3)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)[O-])c2cccc(S(=O)(=O)[O-])c2c1,XFUDRSZJCBDNPN-UHFFFAOYSA-J,C35H24N6Na4O13S4,"tetrasodium;3-[[4-[[4-[(4,8-disulfonatonaphthalen-2-yl)diazenyl]-3-methylphenyl]carbamoylamino]-2-methylphenyl]diazenyl]naphthalene-1,5-disulfonate",azo_dye,Azoarene,chromophore,c[N]=[N]c,O=C(Nc1ccc(N=Nc2ccc3ccccc3c2)cc1)Nc1ccc(N=Nc2ccc3ccccc3c2)cc1,864.874,6.701,319.37,2,17,10,58,6,6,0.0571,3013.47
MOL_00326,24832073,Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)[O-])cc6cc(S(=O)(=O)[O-])cc(N)c6c5[O-])c([O-])c4)cc3[O-])c([O-])c12,LPDRYPCBCLBTNR-UHFFFAOYSA-F,C32H16Cu2N6Na4O16S4,"dicopper;tetrasodium;5-amino-3-[[4-[4-[(8-amino-1-oxido-3,6-disulfonatonaphthalen-2-yl)diazenyl]-3-oxidophenyl]-2-oxidophenyl]diazenyl]-4-oxidonaphthalene-2,7-disulfonate",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc2cc(N=Nc3ccc(-c4ccc(N=Nc5ccc6ccccc6c5)cc4)cc3)ccc2c1,868.774,1.566,422.52,2,22,9,58,6,6,0.0,3081.81
MOL_00327,98565,O=S(=O)(O)c1cc(N=Nc2cccc3ccccc23)c(O)c2ncccc12,GTBQEEPPEWJTGD-UHFFFAOYSA-N,C19H13N3O4S,8-hydroxy-7-(naphthalen-1-yldiazenyl)quinoline-5-sulfonic acid,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1cnc2cc(N=Nc3cccc4ccccc34)ccc2c1,379.397,4.756,112.21,2,6,3,27,4,4,0.0,1312.1
MOL_00328,57348669,COC(=O)CN(CC(=O)OC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)c(NC(C)=O)c1,DSYAJHRMVXOBRK-UHFFFAOYSA-N,C21H20N6O7,methyl 2-[3-acetamido-4-[(2-cyano-4-nitrophenyl)diazenyl]-N-(2-methoxy-2-oxoethyl)anilino]acetate,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,468.426,2.993,176.59,1,11,9,34,2,2,0.2381,1170.62
MOL_00329,5463299,Nc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(N)c5ccccc45)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c2ccccc12,BEOHKTZPLVXCFG-UHFFFAOYSA-N,C34H26N6O6S2,5-[(4-aminonaphthalen-1-yl)diazenyl]-2-[(E)-2-[4-[(4-aminonaphthalen-1-yl)diazenyl]-2-sulfophenyl]ethenyl]benzenesulfonic acid,azo_dye,Azoarene,chromophore,c[N]=[N]c,C(=Cc1ccc(N=Nc2cccc3ccccc23)cc1)c1ccc(N=Nc2cccc3ccccc23)cc1,678.752,8.652,210.22,4,10,8,48,6,6,0.0,2373.44
MOL_00330,118170,CCN(CCOC(C)OCC(C)C)c1ccc(N=Nc2ccccc2)cc1,BATVZJPOLFSGTD-UHFFFAOYSA-N,C22H31N3O2,N-ethyl-N-[2-[1-(2-methylpropoxy)ethoxy]ethyl]-4-phenyldiazenylaniline,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,369.509,5.964,46.42,0,5,11,27,2,2,0.4545,671.72
MOL_00331,239838,Cc1ccc(N=Nc2ccc(N)cc2C)c(S(N)(=O)=O)c1,UFCBDPKSFCONKF-UHFFFAOYSA-N,C14H16N4O2S,2-[(4-amino-2-methylphenyl)diazenyl]-5-methylbenzenesulfonamide,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,304.375,2.948,110.9,2,5,3,21,2,2,0.1429,813.72
MOL_00332,8625,CC(=O)Nc1cc2c(O)c(N=Nc3ccc(S(N)(=O)=O)cc3)c(S(=O)(=O)O)cc2cc1S(=O)(=O)O,RALNLQYPLYWQRT-UHFFFAOYSA-N,C18H16N4O10S3,"6-acetamido-4-hydroxy-3-[(4-sulfamoylphenyl)diazenyl]naphthalene-2,7-disulfonic acid",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccc3ccccc3c2)cc1,544.545,2.06,242.95,5,10,6,35,3,3,0.0556,1714.57
MOL_00333,26423,Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,SOBGIMQKWDUEPY-UHFFFAOYSA-N,C12H6Cl4N2,"bis(3,4-dichlorophenyl)diazene",azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2ccccc2)cc1,320.006,6.716,24.72,0,2,2,18,2,2,0.0,557.52
MOL_00334,17778,O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c(Cl)c1,XLTMWFMRJZDFFD-UHFFFAOYSA-N,C16H10ClN3O3,1-[(2-chloro-4-nitrophenyl)diazenyl]naphthalen-2-ol,azo_dye,Azoarene,chromophore,c[N]=[N]c,c1ccc(N=Nc2cccc3ccccc23)cc1,327.727,5.522,88.09,1,5,3,23,3,3,0.0,941.0
